CYP46A1	CYP4F8	CYP2U1	CYP2R1	CYP4F22	CYP1A1	CYP1A2	CYP1B1	CYP2A6	CYP2A7	CYP3A7	CYP2A13	CYP2B6	CYP2B7P1	CYP2C19	CYP2C8	CYP2C9	CYP2C18	CYP2E1	CYP2J2	CYP3A4	CYP3A5	CYP4A11	CYP4B1	CYP7A1	CYP8B1	CYP11A1	CYP11B1	CYP11B2	CYP17A1	CYP19A1	CYP21A2	CYP24A1	CYP26A1	CYP27A1	CYP27B1	CYP51A1	CYP4Z2P	CYP4Z1	CYP4X1	CYP1B1-AS1	CYP4V2	CYP2S1	CYP27C1	CYP39A1	CYP2W1	CYP26B1	CYP20A1	CYP4F11	CYP3A43	CYP4F12	CYP4F2	CYP7B1
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.109202	3.651356	6.856783	9.467689	3.917938	5.014099	4.914003	4.104012	5.48317	3.578054	3.930381	5.933222	4.827619	5.600046	5.317775	3.86213	4.738863	3.831037	4.669394	3.811218	4.867237	4.861403	4.783703	3.926234	4.148909	4.373669	4.010523	3.829127	4.727254	4.324826	4.331687	5.06268	3.548646	4.059028	5.945985	7.83826	9.785435	4.481585	3.653899	3.318985	3.537404	5.692509	4.304397	3.871505	7.138901	3.660075	4.870166	7.794764	3.670943	3.962756	4.203167	4.094681	4.117692
SNU1214_UPPER_AERODIGESTIVE_TRACT	4.034021	3.75083	5.769755	8.450054	3.782927	6.150932	4.884512	6.725388	4.850951	3.451351	3.708994	5.525492	4.085539	5.116308	4.372244	3.353226	4.53399	4.023486	3.952186	5.914193	4.698397	4.498853	4.372244	4.082478	3.753968	3.935747	3.856131	3.724108	4.535256	3.938821	4.056879	4.059528	6.633285	3.942947	5.375753	4.826788	8.99964	4.228341	3.992974	3.908337	3.464591	5.720288	6.885017	5.419363	6.135493	4.490586	6.350119	6.447635	8.507577	3.855076	5.482372	4.292224	3.794023
CORL105_LUNG	3.99608	3.935596	4.440025	9.578213	3.639368	5.046581	4.794186	10.44591	5.065741	3.570395	3.608009	5.811956	3.829272	4.972005	4.864783	3.666561	4.672488	4.663546	4.172102	5.959276	4.711874	6.424527	4.250605	3.655985	3.646215	3.935887	3.791614	3.734327	4.731772	3.935395	4.087259	4.337441	3.373986	4.409083	5.713392	5.198414	9.720178	4.492234	3.496212	3.495581	3.474402	6.325021	4.152087	3.721299	7.353248	3.40425	4.275855	7.468977	4.868544	4.018105	6.11938	5.240444	5.151174
LMSU_STOMACH	4.023241	3.630139	7.054727	4.064941	3.623483	4.875632	4.796926	6.639133	5.481595	3.196232	3.80964	5.934507	4.055036	5.536007	4.328798	3.76788	4.486088	3.708871	4.084796	4.782075	5.068931	4.25332	4.622996	3.712181	3.460446	4.01858	4.422789	3.511134	4.781336	4.147694	4.300418	4.826786	3.675027	3.955245	5.753831	5.252723	9.081038	3.632932	3.775163	3.453665	3.386828	6.359683	3.998871	3.571223	4.363736	3.659461	4.372382	7.687532	3.368578	4.026567	4.078982	4.033157	3.673074
SNU1197_LARGE_INTESTINE	3.999295	3.561026	6.399512	8.785852	3.601566	6.10486	5.008849	5.919693	4.871643	3.760187	3.84479	5.85489	4.085036	4.934816	4.632755	3.811925	4.430645	3.895172	3.84367	6.650742	5.109927	6.902152	4.487665	3.656191	3.675728	4.143967	3.929137	3.512067	4.824699	4.035526	4.299877	4.971258	7.510381	4.286088	6.152856	6.406574	10.15845	4.145783	3.41851	3.58718	3.504527	5.649857	7.058859	3.660658	5.28563	3.742333	4.022389	6.998083	5.567678	4.04248	5.133212	4.403169	3.745754
COLO668_LUNG	3.917285	3.731779	6.226546	9.530511	3.490353	6.648795	4.97335	4.087671	5.429613	3.497052	3.986547	5.989966	4.347501	5.505468	4.854841	3.599475	4.50672	3.767799	3.873876	4.539508	4.840987	4.317134	4.551355	4.75049	3.824992	4.064178	3.92547	3.598134	4.378616	3.815753	4.170817	4.450587	3.915617	4.002841	5.921063	6.051292	10.58332	4.266837	3.716975	5.234879	3.430081	6.850854	3.932934	3.895468	3.947827	3.617301	3.929797	7.732842	3.79119	3.858861	4.594013	3.997879	3.931711
OSRC2_KIDNEY	4.457181	3.843562	5.388405	8.411551	3.62067	4.962705	4.964679	8.828926	5.49888	3.32146	3.96686	5.691764	4.750853	5.386002	4.375009	4.13555	4.534739	3.930108	4.212497	5.652664	5.280813	8.173652	4.406103	3.767257	3.816127	4.119863	3.901123	3.715237	4.664053	4.227799	4.288651	4.699851	4.073061	4.347819	7.030744	5.243847	8.536938	4.208659	4.200272	3.559014	3.879757	6.758927	4.389414	3.606779	3.946728	3.828843	4.491204	6.64572	4.415429	3.970588	4.755514	4.430041	3.793219
HUH6_LIVER	4.729279	3.645707	5.101723	4.290882	3.88626	8.298194	5.18551	3.910349	5.457927	3.612402	3.775125	6.241983	4.855853	5.756521	4.399543	3.665673	4.669164	3.997264	4.089328	4.194888	4.974419	4.968708	5.021172	3.811456	3.902598	3.77785	4.111528	3.610897	4.989542	3.919087	6.175262	4.653836	4.379772	4.490974	7.569076	6.096972	10.66475	3.894226	3.341619	6.742508	3.370252	5.622816	6.053059	3.767168	3.819784	3.919279	4.748183	7.958304	4.263349	3.773345	5.181882	4.424189	4.637236
PANC0203_PANCREAS	4.489652	3.65991	5.732591	9.995427	3.808453	5.635665	4.88705	7.645059	5.716571	3.661812	3.825063	5.957893	4.20701	5.625592	4.588757	3.464023	4.90437	4.184277	3.941764	6.595395	4.959551	4.913496	4.684924	3.947121	3.553854	4.002469	4.200256	3.793391	5.436559	3.871417	4.965393	4.591068	4.845914	4.308961	6.195557	6.013226	7.33604	4.246599	3.584382	4.0585	3.57232	6.972897	4.558292	4.694104	3.849317	3.97639	4.157884	7.299837	3.733796	3.809394	6.040233	6.167491	3.960618
CJM_SKIN	3.798961	3.632376	7.102561	8.917925	3.50367	8.557797	4.996497	6.186437	5.153242	3.583491	3.671007	5.503978	4.290772	7.781583	4.331405	3.673234	4.702644	3.821716	4.708015	3.884532	4.9466	4.268293	4.833992	3.779952	3.759965	4.046334	3.775115	3.486282	4.366996	3.993397	4.278661	4.739426	5.414595	4.010967	5.606391	8.711846	9.25887	3.992151	3.71444	4.454822	3.498954	7.135228	4.843078	3.634862	4.221035	4.004855	4.864633	7.172391	5.948487	3.783402	4.20917	4.031304	3.618435
BICR22_UPPER_AERODIGESTIVE_TRACT	4.676695	3.914972	5.049977	5.438522	3.903731	8.70402	4.743734	5.413143	5.600351	4.031643	3.6439	6.345455	4.007279	5.381742	4.731491	3.488717	4.672347	4.135869	4.211093	4.910184	5.078294	5.671151	4.80921	4.269856	3.784586	3.858418	4.237989	3.709037	5.649492	3.739857	4.324983	5.608666	6.195999	4.286081	6.337939	5.622667	8.95569	3.648124	4.584866	3.737552	3.549595	5.116766	7.232807	5.095124	4.618308	4.294129	4.795695	6.658861	7.388764	3.878939	6.767948	5.074641	3.609379
SHSY5Y_AUTONOMIC_GANGLIA	4.087702	3.552387	7.599525	9.227062	3.554572	5.152298	4.649278	5.70426	5.069122	3.466415	3.692387	5.686868	4.001541	5.126613	4.336686	4.059902	4.405395	3.759306	3.921353	6.740934	4.562287	4.598841	4.175364	3.681355	3.688363	3.772424	4.059902	3.371525	4.732681	3.830962	4.015527	4.463602	3.372764	3.92586	5.651844	4.959378	9.557135	4.192988	3.388127	3.335507	3.456336	6.261465	3.519122	4.934115	3.617293	3.760365	3.731729	7.065669	3.383052	3.666852	4.25608	4.017287	4.024946
TM31_CENTRAL_NERVOUS_SYSTEM	5.323456	3.800467	7.523517	7.919773	3.623209	5.968491	4.851827	4.570281	5.072928	3.346121	3.823911	5.485495	4.029625	4.839887	4.479878	3.578337	4.001254	3.836727	4.059356	3.611467	4.59216	4.246182	3.942672	4.133081	3.537837	3.873187	4.178148	3.558499	4.19436	3.85978	4.072106	4.560894	5.062553	4.44552	6.999487	5.131199	10.20602	4.138697	3.340795	3.350822	3.690663	6.350711	4.334303	4.501022	3.84177	3.88347	5.142533	7.01708	3.593166	3.602181	3.853947	4.132472	3.459904
SNU1272_KIDNEY	4.053799	3.822665	6.932493	8.291603	3.670071	4.991148	5.043668	7.2631	5.400441	3.700314	3.582896	5.764729	4.273085	5.116549	4.420584	3.544203	4.454576	3.837893	4.685753	5.696933	5.103568	8.483427	4.652814	3.76103	3.514098	3.880602	3.681012	3.560271	4.689185	3.736928	4.267844	4.181799	3.377765	4.124402	9.50704	4.824993	9.251869	4.006986	3.409092	3.285065	3.553015	7.377948	4.263821	3.669112	3.836336	3.885021	3.936437	7.367888	5.173052	3.852063	4.342021	4.182957	3.276326
KPNRTBM1_AUTONOMIC_GANGLIA	3.837943	3.563834	7.835065	8.363184	3.748588	5.80094	5.05516	3.829009	5.146408	3.505719	3.730268	5.651711	4.239865	5.570603	4.352508	3.880799	4.4155	3.835417	4.353289	3.712273	4.619456	4.395638	3.967329	3.801178	3.752959	4.03326	4.108311	3.619298	4.358925	4.166568	4.162475	4.98282	3.412508	4.531824	5.803733	6.063513	9.789153	4.356937	3.701433	3.386731	3.534903	5.537879	6.146652	6.31211	3.686991	3.698598	4.510977	7.606329	3.578083	3.832282	4.178659	4.158878	3.65201
BICR18_UPPER_AERODIGESTIVE_TRACT	4.229967	3.799621	5.949652	7.936043	4.142017	9.449428	5.255017	8.200882	5.63242	3.708487	3.895447	6.352232	4.445488	5.593834	4.502506	3.42997	4.563346	4.783449	6.022664	5.129892	4.878326	4.622217	4.225926	6.363545	3.54	4.554162	3.872088	3.832091	5.113963	3.96934	4.351897	5.085696	3.417844	5.664435	6.032202	5.496355	9.302424	3.857862	4.620597	3.947913	4.189639	4.851637	6.193099	3.917555	4.996454	4.400847	4.284462	6.270897	7.72898	4.048563	5.715835	6.507161	3.890002
TE4_OESOPHAGUS	4.291292	3.680201	6.096888	8.651526	3.710256	7.953892	4.575189	7.943288	5.019648	3.908062	3.773999	5.84623	4.049842	4.962848	4.406054	3.786921	4.450712	4.443314	3.86371	5.981849	4.94937	5.541602	4.269389	3.84774	3.682744	3.892267	3.957036	3.605771	4.907826	3.9393	4.264729	4.554693	10.58754	4.532444	5.41573	5.593993	8.569826	3.882095	3.567371	5.928509	3.673254	7.487277	6.360984	6.186346	7.98671	3.789767	5.024184	7.921047	4.217616	3.941761	4.538075	4.606448	3.670154
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.263078	3.85263	5.401696	10.47596	3.758927	5.959838	4.768258	4.125693	5.720163	3.658491	3.943131	5.967495	4.473129	5.499005	5.404093	3.550733	4.941451	4.17223	5.220706	5.324444	4.727007	4.707221	5.839662	4.794231	3.769051	4.050385	4.152367	3.876096	5.153649	4.324154	4.384336	6.375929	3.723146	4.586688	5.794514	6.866084	9.617108	3.884995	4.226156	3.527851	3.647503	8.769827	4.0838	3.930726	3.924128	4.11605	4.161528	8.974585	3.831088	4.051569	5.496788	4.111168	4.154954
ECC10_STOMACH	4.903847	3.706123	7.752237	7.196023	3.563749	5.505361	4.870951	4.957724	5.332242	3.340741	3.99055	5.653877	4.165549	5.417827	4.157349	3.583919	4.746454	3.984226	4.521223	6.109587	4.798924	4.396303	4.187775	3.656565	3.434784	3.963338	3.854569	3.590821	4.546038	3.924751	3.982727	5.311517	3.4939	5.133006	6.996605	5.471631	10.42303	4.010917	3.769498	3.399046	3.646183	5.695932	4.640976	5.516324	7.548812	3.91556	6.108193	7.568502	3.490565	3.775225	4.577801	4.165324	3.737063
TUHR14TKB_KIDNEY	4.372933	3.695674	6.081431	8.839612	4.027457	4.341576	5.087508	9.733595	5.404138	3.445026	3.867123	5.656662	4.331304	5.248929	4.811264	8.321262	4.441883	3.990277	3.92851	6.695157	5.036061	9.689342	5.14613	3.885633	3.538502	4.054396	4.01362	3.599745	4.868203	3.932206	4.108611	4.943613	4.861204	4.428532	5.650356	5.610342	9.792326	4.202969	3.900881	3.479932	3.772128	9.199824	5.337438	4.023181	3.616039	3.727736	4.849255	7.515875	4.916067	3.988708	4.674113	4.213218	4.170365
YD15_SALIVARY_GLAND	4.302571	3.626615	7.118985	4.330084	3.816563	5.687862	4.812847	5.015337	5.450144	3.38002	3.664877	6.061474	4.315052	5.446701	5.294461	3.571567	4.603784	4.08311	4.086628	5.85466	4.8473	3.997784	4.914059	3.771875	3.953799	3.882131	4.453248	3.871886	4.999752	4.190512	4.23028	5.19506	5.036498	4.261151	5.395611	8.288183	10.04174	4.588365	4.104927	3.566896	3.407643	6.531949	6.356512	3.531376	4.003383	3.947315	4.70681	8.008148	5.862019	4.011443	4.566289	4.230197	5.002017
UBLC1_URINARY_TRACT	3.959844	3.785922	7.613588	8.336994	3.705478	5.648584	5.069502	5.45025	5.418536	3.501348	3.540102	6.000184	3.738741	5.172371	4.514274	5.332452	4.644241	3.87759	3.867244	6.707624	5.097128	4.498178	3.8375	4.042258	3.684253	4.001697	3.937747	3.553249	5.141543	4.577592	4.345966	4.981999	4.020189	4.321729	6.4585	5.515918	8.181288	4.086635	3.59464	3.409503	3.220181	5.277163	7.945578	4.148228	6.6379	3.714702	4.20618	6.799494	3.532383	3.913293	4.60568	4.353375	3.801714
ECGI10_OESOPHAGUS	4.318073	3.749197	6.30085	9.352064	3.721872	7.051426	5.02058	9.84996	5.302362	3.797199	3.858656	5.776401	4.275617	5.233344	4.482049	3.668127	4.653539	3.947044	4.047538	5.140389	5.094351	4.845202	4.675471	3.835437	3.935771	3.8994	3.895048	3.770706	4.778273	4.048872	4.26114	4.272548	3.616742	4.882329	5.89161	5.756648	10.00804	3.765436	3.563796	8.564414	3.71496	5.959887	7.983476	4.704031	7.46634	3.874846	5.117216	6.918522	7.288934	3.835646	4.687852	4.359244	3.734495
CW2_LARGE_INTESTINE	4.167077	3.563033	7.447839	9.047254	3.428815	5.262927	4.617657	5.432709	5.179195	3.50368	4.016464	5.755053	4.40249	5.430296	4.539348	3.697293	4.377973	4.056628	3.818996	9.936475	4.916833	6.429286	4.714803	4.625001	4.066837	4.036393	3.953197	3.692242	4.329293	4.234671	3.905306	4.945851	3.532483	4.260355	6.521338	6.615622	10.5652	4.226799	3.462008	9.002224	3.609597	7.773537	7.060411	3.73905	4.782939	3.969527	5.272579	7.924262	5.293255	4.430046	4.494739	4.458942	3.512538
SNU761_LIVER	4.26809	3.436999	7.185419	9.473953	3.518179	9.066911	5.025915	6.836767	5.487972	3.737672	4.787836	5.902937	4.361809	5.608495	4.67749	3.918272	6.525481	6.438588	3.969865	5.745516	5.205281	9.472398	4.000106	3.583479	3.55448	3.967122	3.676987	3.556705	4.74486	4.096908	4.33136	5.237121	3.560845	4.073943	6.092306	5.970645	9.923832	4.021647	3.420827	3.35911	3.680201	9.063648	7.264781	4.496026	4.231166	3.934374	4.297783	7.343201	5.506728	4.163968	4.504286	4.131243	3.569342
SNU61_LARGE_INTESTINE	4.393852	3.893137	6.292874	8.161546	3.716648	5.379665	5.043249	6.022354	5.398525	3.564101	3.844973	5.928886	7.077149	5.526797	4.454786	3.407606	4.711666	4.466243	4.122005	8.168419	4.972364	7.656427	4.15761	3.884872	3.523693	4.030805	3.659616	3.567888	4.95118	4.278008	4.091723	5.337774	4.072148	4.724182	6.007278	5.995584	10.40956	4.616401	3.662383	3.177043	3.273032	6.031708	6.977859	3.841122	4.182159	3.671256	4.183125	8.007105	5.709253	3.851537	5.368672	4.89495	3.707005
NCIH1915_LUNG	4.240006	3.656303	5.404336	9.564107	3.480521	4.953242	5.003131	5.358927	5.437478	3.606179	3.9471	5.734804	4.012338	5.618084	4.413687	7.111631	4.588263	4.188332	3.759484	4.327223	4.971042	4.456859	5.339239	3.761288	3.886461	4.180856	5.249105	3.85987	4.641293	4.260881	4.418237	4.73593	3.811305	3.959831	6.01732	5.851556	9.337924	3.905982	3.773651	3.529622	3.567789	5.238296	3.910945	3.997952	3.945937	3.812463	5.13934	8.424689	3.129729	3.963312	4.321335	4.345812	3.771232
SNU324_PANCREAS	3.746799	3.586259	5.574015	8.043131	3.761211	4.905602	4.723714	9.772395	5.517841	3.409687	3.708831	5.836715	4.110795	5.241169	4.827566	3.420616	4.425689	3.927621	5.690298	4.668265	4.729244	4.346385	5.407807	3.641938	3.568245	3.798611	3.884504	3.646908	4.363047	4.049329	4.238405	5.177365	3.571312	4.028867	6.012628	8.395819	10.30972	3.910804	3.515326	4.417279	3.786644	5.005904	4.094752	3.833333	4.46134	4.123932	4.270979	7.779618	3.960694	3.921119	4.327857	4.216424	3.842625
YD10B_UPPER_AERODIGESTIVE_TRACT	4.164476	3.860413	5.921896	4.0722	3.864819	7.041761	4.931311	9.497665	5.312067	3.614787	3.511818	5.907406	4.103981	5.385697	4.895835	3.752611	4.719381	3.887018	4.454533	5.413168	5.116892	4.548763	4.709762	3.695031	3.609026	4.284281	4.211059	3.806559	5.386221	4.226647	4.406427	4.617245	6.80358	4.285316	5.674479	6.81801	8.937439	4.272254	3.941967	3.548559	3.871706	6.092474	6.501638	7.402291	5.299273	3.817234	7.178453	6.818361	7.19335	3.750073	5.392407	4.105425	3.741422
HCC2279_LUNG	3.955478	3.642086	7.643033	7.384375	3.710318	5.505772	4.958077	11.08713	5.046226	3.419641	3.443943	5.660882	4.442007	5.639184	4.638595	3.705862	4.297074	3.889805	3.813662	6.990176	4.785408	4.018837	4.102361	3.669895	3.491915	3.939587	3.807685	3.643599	4.558535	4.09487	4.099477	4.394771	3.321179	4.307336	5.656042	5.640131	7.749186	3.865486	3.826479	3.657623	3.500665	6.829586	8.813579	3.678696	8.108589	3.841083	5.192504	8.147829	3.562501	3.751648	4.539151	4.073487	5.703744
HLC1_LUNG	5.027328	3.570489	6.308925	8.461797	3.706107	5.512737	4.599019	10.62711	5.272543	3.462378	3.686039	5.904857	4.185143	5.32073	4.453272	6.310243	4.536782	3.745781	3.773396	4.292267	4.959207	4.183085	4.437548	3.682902	3.666508	4.077095	3.750255	3.663181	4.483926	4.162798	4.04088	4.719398	3.431087	7.389154	5.410802	7.030743	10.16021	4.358342	3.550607	3.62524	4.304984	6.429879	4.374713	3.753667	4.182082	3.869894	4.769603	8.127402	3.714052	3.856416	4.44954	4.346182	3.686627
TUHR10TKB_KIDNEY	3.820442	3.530676	5.676372	8.440585	3.641746	4.886996	4.616972	10.3657	4.701708	3.455342	3.839918	5.570012	4.037477	4.830227	4.662249	4.018722	4.542672	3.756549	3.882709	6.527268	4.762477	5.265192	4.046555	3.663413	3.699379	3.882359	3.837549	3.605177	4.575382	4.104506	3.928622	4.814456	3.262958	3.903577	6.567105	4.662249	9.655635	3.993329	3.457519	3.500813	3.495029	8.150022	4.583198	3.991197	3.90527	3.558396	3.862977	7.119096	6.883343	3.787127	4.055749	4.0134	3.773604
HEC1B_ENDOMETRIUM	4.354886	3.67386	6.507768	8.302886	3.749415	5.463823	5.067752	6.188912	5.28564	3.996306	3.86823	5.886734	4.600592	5.477106	4.587199	3.593863	5.698742	5.143799	3.823447	6.034702	5.221013	4.985787	3.923791	3.836582	3.626471	4.074421	3.910543	3.715931	5.152978	3.96758	4.243423	4.772263	3.244373	4.144636	5.509961	6.972304	9.324673	4.297792	3.465923	3.397525	3.381835	7.04917	5.905097	3.602492	4.331178	3.595565	4.808228	6.165514	5.455523	3.895294	4.645215	4.18096	3.431571
VMRCLCP_LUNG	3.983705	3.746108	5.661792	7.660723	3.684846	5.962265	5.034708	11.39426	5.354981	3.414909	3.702864	5.973128	4.842364	10.08229	4.524499	3.575883	4.784448	4.317571	4.50751	6.112716	5.026764	4.924383	4.604068	4.766531	3.688435	3.937224	4.506864	3.556697	4.596996	4.111481	4.09022	4.604068	7.581819	8.646965	5.406814	7.078563	8.627974	4.007332	4.542058	8.980698	3.628619	4.688559	8.812552	5.019658	4.821123	3.635045	7.786071	7.575684	7.373359	3.908864	4.571433	5.592236	5.959569
TGBC11TKB_STOMACH	3.991197	3.590795	4.777586	8.781569	3.567142	6.485746	4.939696	3.964365	5.094167	3.707368	3.987456	5.362545	4.170303	5.62439	4.407625	3.725121	4.657443	4.039661	5.572431	5.354495	5.011902	6.969347	4.467497	3.76444	3.778131	3.919662	3.948385	3.775286	4.668395	3.756548	4.080617	4.742542	3.508191	4.365157	5.761318	6.383225	10.25406	4.150958	3.426488	7.612278	3.471772	8.630226	9.007925	3.618247	4.748405	3.692449	4.825869	7.227888	4.231038	4.063148	4.638319	5.953963	3.716724
OVK18_OVARY	4.187044	3.71154	6.331954	8.670384	3.723848	5.186553	4.950844	4.120446	5.255026	3.580276	3.770012	5.739873	4.196955	5.138048	4.876739	3.724744	4.289034	3.933542	5.464983	4.268613	4.718669	4.057327	5.385129	3.590898	3.876722	3.812221	4.326643	3.609195	4.547218	4.120536	4.205836	4.357672	3.374016	3.995765	6.099086	5.823026	9.549154	4.174346	3.525797	3.251935	3.61183	5.911066	4.13838	4.071852	4.181131	3.600005	4.919747	8.067154	3.606936	3.986701	4.171458	3.970136	3.831527
SNU1077_ENDOMETRIUM	4.065811	3.457395	6.395332	4.702675	3.837974	9.627677	6.192876	6.39268	5.063182	3.354969	3.650906	5.96859	4.323783	5.254253	4.696412	3.418903	4.271466	3.712757	4.852009	5.065874	5.115864	4.516027	3.818816	3.745658	3.432538	4.003543	4.191318	3.648788	5.184947	3.995384	4.349454	4.408892	9.826938	5.217945	6.283057	4.669897	9.417656	4.076841	3.227279	3.455979	3.653442	5.039107	7.07077	3.748288	4.756736	3.939494	4.697554	6.98406	4.282731	3.763638	4.60185	4.05985	3.674067
HCC1588_LUNG	4.083361	3.700285	4.768708	8.632155	3.830962	5.036353	4.834154	4.275003	4.980656	3.539067	4.16354	6.10807	5.282441	5.629862	4.520165	3.609912	4.360428	3.940265	3.948561	10.69731	5.086791	9.69304	4.846198	4.093287	3.949023	4.124336	3.731702	3.41162	4.885307	4.254101	4.125135	4.764608	3.421914	3.996809	5.797927	5.797086	10.63567	4.012076	3.909463	8.124212	3.332968	7.693071	8.302852	3.79917	8.788635	3.716031	4.204769	7.721423	6.26108	3.998492	6.70706	6.216695	3.763471
SNU213_PANCREAS	4.155779	3.546291	6.192131	9.36895	3.354284	5.793957	4.709046	8.185974	4.91944	3.529431	4.180747	5.962173	4.304495	5.00306	4.243608	3.373858	4.345338	4.030019	3.728435	7.018961	4.796801	8.496175	4.550224	3.903752	3.382027	3.814741	3.884799	3.437968	4.692085	3.686849	3.906116	4.24233	8.995336	3.82871	5.80117	4.799156	10.3859	3.910894	3.550252	6.444428	3.52777	7.98862	5.961403	5.615905	4.934108	3.48106	4.086123	7.680889	4.077992	4.045615	5.082896	4.754036	3.900621
HT115_LARGE_INTESTINE	3.831015	3.783696	6.633392	9.244124	3.64131	7.466406	4.921746	6.420578	5.155288	3.481384	3.863594	5.893555	4.676207	4.905543	4.440807	3.54147	5.260909	5.919507	3.929249	9.276294	4.923529	7.662744	4.515436	4.113178	3.808013	3.949063	4.168237	3.544548	4.862278	3.956854	4.063881	4.231058	3.655085	4.050542	6.013265	5.1021	10.26852	4.03953	3.762041	8.79765	3.450785	6.4886	8.195131	3.826586	5.658975	3.766158	3.965018	6.733342	6.431946	3.889767	5.785684	8.669401	3.605485
TE14_OESOPHAGUS	3.970213	3.640223	6.766925	9.149412	3.670674	6.713803	4.779247	6.877	5.113312	3.584581	3.633118	5.81882	4.098579	5.264437	4.692342	3.484154	4.370331	3.794626	3.936258	5.931246	5.035119	5.796439	3.87331	4.021243	3.688435	3.685527	3.986199	3.545681	4.212066	3.764033	4.23759	4.62583	5.217485	5.364529	5.646282	6.125436	9.383293	3.966408	3.626604	4.192831	3.610908	7.016469	8.221576	3.62175	5.260842	3.587134	5.036227	8.598837	8.720609	3.881962	4.898332	5.468417	5.255887
TE8_OESOPHAGUS	5.088459	3.695977	6.649673	9.200004	4.10969	5.543492	4.522249	6.36432	4.537716	3.313781	3.544821	5.206986	3.924691	5.025481	4.193771	3.561833	4.402101	3.717894	4.036821	5.235967	4.626077	4.07856	4.058631	3.500737	3.539456	3.637981	4.528657	3.383106	4.451997	3.90906	4.20928	4.68139	12.79723	7.118762	5.450383	5.048512	8.836175	3.953822	3.23071	3.754345	3.478905	6.088538	5.406128	3.862319	3.980636	3.625195	5.020928	7.480376	3.875065	3.740146	4.86065	3.973197	3.477731
SNU520_STOMACH	3.972695	4.213821	4.547461	9.598112	3.846263	7.587974	5.130372	3.988355	5.27226	3.741712	3.793107	5.744673	4.681101	5.452355	5.990549	4.024015	10.64742	10.61837	5.010748	3.839099	4.734873	6.828502	4.840353	4.146952	4.176436	4.196981	3.974095	3.690259	4.635645	5.733032	4.398849	4.419245	3.831082	3.950792	5.8256	5.659978	11.60736	4.615228	3.499001	3.621489	3.345588	8.183292	9.781057	4.014687	3.924965	8.007814	4.843955	7.705759	6.146736	4.012579	7.057917	8.559596	3.560287
JHUEM3_ENDOMETRIUM	4.158801	3.576896	6.193713	7.799186	3.4976	4.502297	4.814916	8.859834	4.889975	3.404094	3.73399	5.238799	4.88091	5.243156	4.644337	3.511029	4.476432	4.003851	3.729895	5.668108	4.631224	6.804113	3.76527	3.730528	3.590991	3.866938	4.071815	3.625639	4.442195	3.986572	4.025363	4.933412	4.731914	4.409898	6.520175	5.748923	8.797464	3.778622	3.531994	3.471732	4.90267	6.805671	4.293483	7.617885	4.744488	3.542495	4.75883	7.04036	4.590163	3.860115	4.01585	4.174117	3.670244
LI7_LIVER	3.876122	3.712578	5.6176	8.797685	3.569661	5.697013	4.720868	5.067213	4.599312	3.641238	3.665154	5.364714	7.912621	5.239517	4.884589	4.228348	4.485312	4.123361	3.801836	3.888373	4.967701	7.297723	5.011709	3.574652	4.031906	3.983315	4.03797	3.528292	4.632124	4.091422	4.061937	5.010795	3.995853	4.645641	6.321183	6.043135	10.21296	4.076167	3.540142	3.413528	3.582193	7.182858	7.427306	3.802733	5.789974	3.641238	6.26269	7.431576	4.515501	4.234398	4.753277	3.941626	3.605881
NCIH838_LUNG	4.044222	3.916438	4.912921	8.101042	3.775558	4.962211	5.00144	10.83205	5.101386	3.417738	4.230013	5.618021	4.26171	5.416546	4.416907	3.702624	4.774856	4.269692	4.487518	3.871682	4.886615	4.86881	3.952152	3.980938	3.832979	4.208598	4.479881	3.681983	4.798632	4.101226	4.236608	5.268991	9.178828	4.499107	6.028554	5.851261	9.191937	4.041318	3.51255	3.213041	4.036778	4.685856	4.027776	6.081375	5.499778	4.035708	5.698673	7.894741	6.347215	3.965598	5.35009	5.520396	3.625338
SNU119_OVARY	4.396498	3.826946	6.301521	8.172169	3.620988	8.758631	5.316134	7.99563	4.675842	3.357712	3.551052	5.639215	3.924841	5.117893	4.291594	3.516072	4.506235	3.736795	4.391853	5.310003	4.786262	4.027885	3.80572	4.257238	3.567504	3.959894	3.812102	3.502523	4.659692	3.827559	3.964009	4.689646	3.248832	4.495481	5.447622	5.285998	10.18674	3.751114	3.245152	3.889692	3.528734	6.209623	5.372594	3.493946	6.68187	3.652694	3.91969	6.645329	10.15467	3.86349	6.289043	6.174097	6.0299
SNU1033_LARGE_INTESTINE	4.137969	3.496883	4.798037	8.208298	3.864821	7.259576	4.976949	5.231102	5.297464	3.435907	3.68764	5.952934	4.018602	5.191076	4.413403	3.544646	4.517034	3.849693	3.717265	8.147704	4.822419	6.013755	4.555028	3.575559	3.54203	3.953626	4.165265	3.467329	4.830699	4.675746	4.218987	4.52301	10.46775	6.506247	7.188842	5.528147	10.12455	3.787865	3.585639	3.322009	3.524802	5.417331	8.125348	3.714287	6.344054	5.852708	4.772972	7.733548	4.104426	4.058324	5.426287	4.733671	3.807205
